,X-axis,Y-Axis,Z-Axis
1376,81,-75,1015
1377,119,-68,990
1378,105,-86,1024
1379,108,-76,978
1380,56,-99,919
1381,20,-85,920
1382,-18,-91,889
1383,-63,-91,907
1384,-2,-56,884
1385,-19,-51,898
1386,-6,-63,882
1387,25,-71,904
1388,35,-57,895
1389,7,-101,915
1390,19,-70,937
1391,1,-90,970
1392,-9,-51,1007
1393,35,-31,1055
1394,81,-29,1087
1395,120,-21,1094
1396,101,-34,1155
1397,116,-35,1166
1398,41,-63,1190
1399,1,-81,1171
1400,-59,-70,1173
1401,-70,-59,1140
1402,-58,-48,1105
1403,1,-33,1042
1404,48,-40,1006
1405,117,-44,975
1406,85,-68,964
1407,95,-81,977
1408,50,-104,970
1409,6,-127,997
1410,-6,-152,999
1411,-18,-126,1003
1412,3,-119,995
1413,8,-101,975
1414,34,-68,923
1415,68,-56,920
1416,77,-32,894
1417,86,-30,882
1418,47,-41,872
1419,48,-27,908
1420,23,-35,961
1421,6,-25,1013
1422,35,-36,1053
1423,20,-74,1104
1424,30,-92,1124
1425,18,-94,1148
1426,-4,-132,1194
1427,-26,-111,1167
1428,-55,-79,1177
1429,-42,-24,1133
1430,-28,-4,1117
1431,63,21,1100
1432,110,14,1067
1433,165,-20,1052
1434,160,-51,1032
1435,111,-92,1000
1436,42,-125,1020
1437,17,-94,1009
1438,-65,-113,1045
1439,-60,-64,998
1440,-49,-65,996
1441,-23,-61,967
1442,60,-40,954
1443,74,-68,900
1444,84,-86,897
1445,58,-93,926
1446,45,-110,968
1447,55,-74,1012
1448,33,-87,1025
1449,21,-53,1032
1450,32,-39,1057
1451,45,-9,1069
1452,37,-25,1072
1453,1,-52,1080
1454,3,-69,1086
1455,-12,-71,1111
1456,-30,-96,1146
1457,19,-81,1141
1458,-25,-84,1180
1459,24,-59,1106
1460,16,-22,1089
1461,56,-13,1036
1462,61,-25,1005
1463,107,11,963
1464,92,-47,993
1465,77,-94,976
1466,51,-118,1018
1467,26,-125,1054
1468,27,-131,1099
1469,37,-116,1082
1470,11,-90,1071
1471,6,-57,1076
1472,9,-38,1015
1473,-6,-65,1007
1474,1,-40,950
1475,-20,-35,962
1476,-42,-36,947
1477,8,-27,935
1478,16,-22,915
1479,44,-37,917
1480,140,-2,946
1481,142,-81,998
1482,149,-102,1010
1483,108,-136,1029
1484,19,-169,1078
1485,-22,-166,1102
1486,-86,-157,1143
1487,-96,-96,1161
1488,-85,-59,1181
1489,-48,2,1111
1490,12,0,1077
1491,50,-1,1049
1492,84,7,1012
1493,69,-54,1022
1494,91,-34,993
1495,64,-68,980
1496,50,-45,1018
1497,79,-39,1005
1498,74,-69,1000
1499,77,-92,966
1500,46,-93,969
1501,18,-143,997
1502,2,-113,971
1503,-58,-101,956
1504,-61,-73,955
1505,-87,-90,1007
1506,-11,-25,1014
1507,16,-39,1028
1508,61,-11,1012
1509,82,-27,986
1510,76,-59,989
1511,60,-57,1027
1512,35,-64,1029
1513,17,-76,1024
1514,0,-73,1042
1515,18,-80,1053
1516,22,-82,1106
1517,86,-62,1073
1518,58,-103,1079
1519,40,-111,1074
1520,-19,-118,1078
1521,-8,-87,1067
1522,-32,-88,1057
1523,8,-35,1034
1524,29,-24,1017
1525,38,-40,1022
1526,84,-11,989
1527,77,-59,979
1528,66,-36,960
1529,7,-80,959
1530,-1,-48,952
1531,-29,-110,976
1532,-5,-89,928
1533,0,-100,944
1534,17,-98,921
1535,41,-90,928
1536,40,-103,947
1537,70,-76,950
1538,63,-58,954
1539,96,-43,955
1540,56,-74,1010
1541,60,-39,1023
1542,47,-33,1062
1543,30,-47,1110
1544,19,-71,1130
1545,4,-47,1095
1546,-46,-75,1112
1547,-40,-52,1114
1548,-51,-67,1095
1549,-49,-75,1098
1550,-4,-52,1064
1551,-4,-68,1093
1552,40,-65,1055
1553,80,-68,1044
1554,109,-41,1051
1555,91,-52,1043
1556,83,-53,993
1557,52,-59,965
1558,27,-24,902
1559,11,-32,887
1560,12,-61,887
1561,26,-71,831
1562,17,-87,822
1563,18,-114,830
1564,26,-128,858
1565,31,-127,893
1566,-6,-142,934
1567,2,-117,996
1568,0,-75,1037
1569,15,-63,1082
1570,6,-29,1110
1571,23,-46,1129
1572,26,-17,1159
1573,24,-40,1140
1574,34,-39,1156
1575,44,-44,1147
1576,15,-63,1119
1577,11,-31,1116
1578,-2,-53,1083
1579,16,-15,1059
1580,28,-33,1023
1581,31,-50,1017
1582,48,-46,977
1583,35,-92,944
1584,21,-102,950
1585,-22,-129,965
1586,17,-118,971
1587,3,-137,980
1588,29,-73,965
1589,37,-38,947
1590,61,-52,950
1591,85,-34,886
1592,53,-47,907
1593,47,-62,935
1594,41,-91,945
1595,13,-80,980
1596,-3,-89,1021
1597,0,-103,1082
1598,-12,-71,1073
1599,43,-49,1073
1600,29,-56,1097
1601,71,-31,1073
1602,74,-55,1045
1603,72,-63,1062
1604,52,-73,1072
1605,23,-53,1100
1606,18,-59,1107
1607,4,-62,1110
1608,17,-49,1056
1609,0,-29,1040
1610,-13,-50,1029
1611,12,-50,984
1612,-7,-80,955
1613,-34,-101,939
1614,0,-91,946
1615,19,-100,945
1616,58,-118,973
1617,93,-85,961
1618,94,-56,966
1619,111,-59,960
1620,107,-36,949
1621,78,-16,934
1622,33,-17,941
1623,-15,-42,987
1624,-41,-52,1009
1625,-37,-55,1031
1626,-54,-103,1080
1627,-13,-105,1099
1628,23,-91,1051
1629,6,-119,1072
1630,60,-79,1062
1631,65,-66,1072
1632,71,-65,1082
1633,71,-29,1079
1634,54,-18,1090
1635,44,-14,1099
1636,39,-3,1116
1637,51,-12,1114
1638,35,-8,1062
1639,24,-18,1042
1640,-25,-64,1066
1641,-38,-99,1034
1642,-21,-87,1005
1643,-16,-127,993
1644,1,-96,1009
1645,21,-118,1009
1646,53,-115,986
1647,86,-107,970
1648,68,-92,977
1649,72,-74,957
1650,63,-43,980
1651,25,-45,988
1652,21,-49,990
1653,-7,-50,1009
1654,10,-49,1020
1655,-5,-40,1003
1656,48,-32,1024
1657,34,-23,998
1658,49,-53,975
1659,38,-60,953
1660,50,-66,975
1661,45,-88,1015
1662,32,-89,1070
1663,49,-98,1115
1664,52,-94,1113
1665,15,-82,1170
1666,14,-58,1171
1667,-17,-64,1194
1668,-21,-44,1204
1669,-49,-55,1184
1670,-30,-52,1137
1671,-21,-44,1102
1672,16,-26,1054
1673,30,-30,979
1674,86,-43,950
1675,87,-46,925
1676,102,-54,877
1677,95,-94,887
1678,88,-95,879
1679,81,-84,915
1680,28,-123,919
1681,25,-93,936
1682,-41,-104,962
1683,-25,-55,950
1684,-48,-50,985
1685,-8,-19,935
1686,-39,-48,975
1687,8,-16,969
1688,31,-40,997
1689,61,-42,1012
1690,73,-63,1053
1691,93,-93,1088
1692,108,-92,1127
1693,87,-103,1141
1694,53,-101,1144
1695,21,-111,1183
1696,18,-108,1208
1697,-5,-87,1215
1698,-16,-81,1206
1699,-27,-72,1175
1700,-8,-42,1129
1701,-4,-63,1084
1702,-11,-29,1026
1703,0,-29,963
1704,-1,-19,911
1705,27,-28,877
1706,31,-39,827
1707,48,-64,821
1708,67,-71,816
1709,88,-102,811
1710,89,-111,801
1711,46,-115,851
1712,41,-70,863
1713,9,-113,930
1714,12,-66,957
1715,0,-64,976
1716,-20,-38,1023
1717,-3,-48,1044
1718,24,-36,1070
1719,44,-44,1107
1720,47,-29,1110
1721,48,-31,1144
1722,49,-58,1154
1723,56,-61,1185
1724,36,-81,1160
1725,26,-76,1148
1726,-1,-87,1167
1727,3,-91,1140
1728,40,-94,1099
1729,20,-92,1083
1730,32,-70,1062
1731,16,-50,1011
1732,7,-51,959
1733,-8,-44,950
1734,-7,-34,917
1735,-10,-74,911
1736,3,-44,860
1737,34,-81,839
1738,65,-78,818
1739,53,-95,826
1740,62,-84,828
1741,68,-74,832
1742,25,-81,861
1743,29,-50,894
1744,11,-73,930
1745,-4,-59,959
1746,24,-70,998
1747,0,-93,1056
1748,26,-86,1073
1749,20,-91,1137
1750,33,-74,1200
1751,34,-64,1205
1752,14,-56,1205
1753,43,-41,1207
1754,39,-32,1199
1755,52,-49,1175
1756,26,-47,1165
1757,77,-42,1111
1758,37,-59,1106
1759,18,-47,1087
1760,-11,-60,1030
1761,-25,-51,987
1762,-54,-64,950
1763,-46,-80,908
1764,-32,-41,869
1765,-9,-83,814
1766,26,-61,772
1767,49,-72,766
1768,67,-65,736
1769,110,-54,758
1770,106,-80,832
1771,93,-74,888
1772,101,-62,924
1773,50,-109,992
1774,18,-83,1023
1775,-10,-96,1091
1776,-30,-86,1113
1777,-48,-96,1140
1778,-32,-73,1168
1779,-42,-75,1193
1780,-7,-37,1189
1781,12,-47,1200
1782,41,-20,1200
1783,94,-24,1158
1784,94,-40,1131
1785,96,-42,1108
1786,87,-71,1078
1787,102,-77,1052
1788,71,-102,1030
1789,22,-81,994
1790,-13,-103,1016
1791,-53,-102,996
1792,-57,-123,969
1793,-64,-81,967
1794,-50,-97,945
1795,-11,-48,892
1796,3,-47,846
1797,19,-55,815
1798,42,-39,828
1799,55,-51,829
1800,56,-54,854
1801,103,-35,845
1802,55,-89,905
1803,101,-57,919
1804,69,-106,949
1805,74,-87,997
1806,53,-88,1041
1807,-6,-126,1099
1808,1,-80,1182
1809,-25,-82,1220
1810,-40,-53,1281
1811,-14,-43,1300
1812,-6,-29,1308
1813,-5,-1,1270
1814,61,15,1209
1815,27,-25,1166
1816,56,-33,1114
1817,65,-39,1054
1818,67,-72,1012
1819,66,-59,960
1820,65,-98,956
1821,46,-115,920
1822,66,-88,887
1823,25,-103,882
1824,-4,-111,863
1825,-16,-106,878
1826,-26,-67,872
1827,-7,-71,868
1828,-31,-97,900
1829,-10,-60,912
1830,0,-58,944
1831,44,-65,949
1832,57,-49,967
1833,70,-69,996
1834,80,-59,1001
1835,66,-48,996
1836,64,-67,1064
1837,49,-68,1089
1838,13,-96,1153
1839,25,-75,1206
1840,3,-83,1217
1841,4,-68,1225
1842,-18,-66,1218
1843,4,-57,1195
1844,6,-35,1193
1845,26,-35,1160
1846,25,-41,1102
1847,62,-27,1065
1848,44,-40,1026
1849,74,-48,960
1850,44,-56,919
1851,45,-68,915
1852,31,-69,911
1853,11,-75,884
1854,28,-80,866
1855,1,-86,877
1856,0,-92,884
1857,-3,-105,899
1858,-7,-111,932
1859,0,-91,947
1860,39,-74,959
1861,20,-76,1017
1862,61,-42,988
1863,75,-46,996
1864,74,-27,1013
1865,58,-45,1052
1866,84,-37,1037
1867,37,-74,1084
1868,63,-55,1057
1869,17,-78,1108
1870,37,-74,1124
1871,29,-55,1134
1872,11,-92,1191
1873,0,-75,1185
1874,-6,-65,1200
1875,-34,-90,1232
1876,-10,-81,1176
1877,0,-64,1166
1878,27,-67,1138
1879,27,-61,1107
1880,64,-31,1056
1881,67,-27,1017
1882,71,-38,961
1883,53,-39,901
1884,29,-68,887
1885,36,-52,836
1886,17,-78,829
1887,3,-95,849
1888,23,-93,838
1889,-7,-87,845
1890,-12,-95,889
1891,3,-64,900
1892,8,-79,947
1893,26,-52,991
1894,22,-45,1027
1895,40,-75,1092
1896,39,-64,1142
1897,42,-50,1127
1898,57,-54,1173
1899,32,-58,1177
1900,34,-74,1200
1901,43,-52,1157
1902,15,-59,1163
1903,21,-51,1141
1904,14,-56,1104
1905,20,-61,1115
1906,14,-61,1089
1907,26,-78,1078
1908,28,-89,1084
1909,-2,-92,1077
1910,26,-94,1059
1911,14,-92,1013
1912,-11,-101,1018
1913,22,-85,959
1914,9,-61,920
1915,20,-67,889
1916,29,-65,839
1917,46,-54,791
1918,25,-40,780
1919,33,-50,773
1920,29,-54,792
1921,46,-49,833
1922,21,-80,859
1923,55,-67,888
1924,12,-64,980
1925,38,-46,1024
1926,12,-78,1086
1927,0,-80,1143
1928,10,-59,1185
1929,2,-93,1225
1930,15,-57,1236
1931,10,-66,1250
1932,40,-50,1203
1933,12,-40,1209
1934,37,-60,1181
1935,61,-53,1149
1936,67,-46,1098
1937,39,-53,1030
1938,46,-56,978
1939,40,-68,962
1940,22,-64,936
1941,23,-89,930
1942,-5,-89,902
1943,-13,-119,899
1944,-9,-80,890
1945,-19,-122,898
1946,4,-93,873
1947,14,-66,856
1948,-3,-63,864
1949,25,-60,834
1950,48,-30,861
1951,47,-40,898
1952,66,-35,890
1953,49,-54,928
1954,39,-72,985
1955,33,-70,1021
1956,24,-86,1078
1957,11,-80,1118
1958,-24,-81,1195
1959,23,-53,1187
1960,-15,-64,1231
1961,5,-55,1241
1962,22,-50,1245
1963,44,-40,1194
1964,51,-55,1188
1965,53,-50,1149
1966,54,-39,1084
1967,66,-48,1031
1968,47,-46,973
1969,41,-63,926
1970,50,-67,874
1971,45,-63,845
1972,23,-87,817
1973,14,-91,811
1974,1,-102,837
1975,4,-89,849
1976,-10,-80,869
1977,-1,-99,905
1978,14,-81,933
1979,7,-90,946
1980,28,-95,990
1981,49,-53,1029
1982,26,-65,1052
1983,56,-49,1038
1984,46,-67,1085
1985,68,-23,1073
1986,22,-46,1074
1987,38,-49,1114
1988,41,-34,1088
1989,10,-55,1138
1990,32,-58,1118
1991,8,-68,1133
1992,13,-95,1113
1993,28,-99,1131
1994,26,-64,1136
1995,34,-83,1098
1996,42,-70,1106
1997,31,-62,1080
1998,25,-64,1059
1999,29,-70,1037
2000,51,-53,958
2001,11,-86,933
2002,20,-81,894
2003,18,-64,880
2004,15,-46,833
2005,7,-68,827
2006,27,-56,849
2007,21,-60,844
2008,32,-54,866
2009,40,-66,887
2010,27,-73,975
2011,40,-95,998
2012,36,-98,1030
2013,19,-110,1097
2014,14,-80,1127
2015,37,-63,1171
2016,25,-60,1192
2017,31,-75,1163
2018,29,-50,1181
2019,41,-49,1159
2020,36,-66,1140
2021,28,-60,1089
2022,21,-58,1117
2023,-10,-71,1103
2024,24,-60,1083
2025,11,-56,1047
2026,4,-74,1044
2027,29,-62,1035
2028,39,-58,1006
2029,54,-76,956
2030,25,-87,959
2031,39,-91,923
2032,47,-62,901
2033,21,-69,896
2034,13,-57,898
2035,22,-50,872
2036,18,-47,861
2037,9,-53,878
2038,30,-55,905
2039,22,-72,911
2040,15,-87,932
2041,31,-69,994
2042,12,-76,1050
2043,25,-69,1082
2044,28,-46,1136
2045,58,-45,1162
2046,40,-42,1220
2047,63,-42,1218
2048,62,-70,1203
2049,51,-77,1191
2050,41,-63,1160
2051,0,-72,1159
2052,0,-40,1123
2053,8,-59,1080
2054,38,-23,1033
2055,17,-65,1016
2056,40,-58,960
2057,28,-73,943
2058,61,-93,911
2059,38,-89,909
2060,15,-98,914
2061,25,-68,948
2062,36,-49,943
2063,46,-58,964
2064,17,-61,980
2065,45,-50,979
2066,18,-83,1001
2067,38,-69,987
2068,3,-93,1012
2069,8,-57,1019
2070,-1,-63,1029
2071,28,-56,1014
2072,24,-52,1025
2073,55,-43,1024
2074,73,-50,1025
2075,62,-82,1047
2076,27,-77,1048
2077,19,-87,1087
2078,36,-68,1087
2079,23,-80,1087
2080,19,-80,1105
2081,6,-55,1122
2082,35,-48,1139
2083,31,-51,1124
2084,24,-76,1092
2085,12,-64,1080
2086,12,-73,1045
2087,18,-78,1005
2088,16,-77,996
2089,29,-42,967
2090,4,-61,984
2091,31,-54,899
2092,28,-64,907
2093,44,-56,904
2094,9,-88,910
2095,37,-69,903
2096,28,-79,965
2097,24,-83,992
2098,30,-84,1023
2099,30,-62,1036
2100,16,-90,1061
2101,25,-70,1065
2102,0,-72,1073
2103,27,-51,1057
2104,5,-81,1050
2105,52,-72,1043
2106,28,-68,1036
2107,39,-61,1038
2108,28,-61,1065
2109,10,-76,1064
2110,16,-54,1060
2111,24,-65,1065
2112,34,-64,1084
2113,41,-58,1070
2114,20,-49,1048
2115,36,-78,1030
2116,15,-77,1063
2117,20,-90,1047
2118,38,-85,1013
2119,1,-100,981
2120,22,-64,955
2121,11,-70,951
2122,46,-47,910
2123,35,-48,912
2124,31,-56,884
2125,22,-87,919
2126,34,-57,912
2127,25,-79,935
2128,17,-68,1009
2129,20,-88,1011
2130,12,-81,1060
2131,9,-82,1061
2132,20,-47,1092
2133,47,-69,1068
2134,20,-76,1097
2135,58,-56,1053
2136,-2,-79,1106
2137,36,-55,1058
2138,15,-60,1054
2139,19,-67,1037
2140,22,-54,1028
2141,22,-55,1037
2142,31,-44,1014
2143,19,-71,1011
2144,52,-50,972
2145,1,-71,989
2146,47,-44,964
2147,22,-90,1002
2148,23,-55,988
2149,42,-80,982
2150,20,-71,976
2151,23,-83,968
2152,26,-80,994
2153,19,-81,964
2154,14,-89,948
2155,31,-111,954
2156,44,-57,957
2157,22,-88,954
2158,31,-50,948
2159,17,-53,976
2160,7,-74,1029
2161,24,-43,1053
2162,-6,-66,1068
2163,20,-79,1077
2164,-16,-47,1110
2165,36,-35,1098
2166,14,-39,1104
2167,31,-34,1094
2168,29,-54,1093
2169,62,-56,1059
2170,37,-61,1061
2171,37,-89,1040
2172,44,-65,1001
2173,1,-110,981
2174,30,-79,936
2175,12,-98,948
2176,17,-63,932
2177,56,-81,964
2178,48,-70,974
2179,42,-79,980
2180,29,-67,998
2181,33,-62,1007
2182,16,-75,1018
2183,-5,-73,1033
2184,20,-64,1043
2185,44,-56,1000
2186,20,-86,1016
2187,51,-76,1001
2188,29,-67,979
2189,30,-66,980
2190,11,-61,968
2191,12,-65,960
2192,46,-47,963
2193,56,-64,981
2194,62,-69,1010
2195,79,-37,1045
2196,32,-82,1094
2197,39,-76,1096
2198,10,-74,1117
2199,0,-90,1144
2200,6,-74,1119
2201,1,-79,1123
2202,8,-59,1112
2203,39,-46,1074
2204,32,-48,1060
2205,53,-41,1053
2206,10,-64,1016
2207,64,-54,972
2208,27,-86,983
2209,39,-71,976
2210,27,-74,988
2211,29,-81,1001
2212,20,-97,991
2213,38,-79,991
2214,28,-77,986
2215,14,-91,1002
2216,52,-77,980
2217,8,-68,997
2218,6,-81,995
2219,-7,-67,1006
2220,10,-58,991
2221,17,-70,1020
2222,34,-28,997
2223,29,-76,985
2224,39,-60,981
2225,48,-64,996
2226,41,-76,1007
2227,35,-86,1046
2228,38,-59,1057
2229,19,-99,1067
2230,-3,-73,1135
2231,17,-86,1124
2232,23,-86,1122
2233,27,-66,1115
2234,21,-55,1104
2235,38,-44,1089
2236,56,-41,1056
2237,43,-40,1032
2238,40,-47,1009
2239,36,-59,995
2240,-2,-60,990
2241,30,-52,953
2242,20,-56,950
2243,34,-63,949
2244,32,-72,913
2245,47,-61,918
2246,16,-90,960
2247,20,-63,960
2248,22,-69,979
2249,2,-87,1023
2250,12,-60,1057
2251,22,-68,1059
2252,10,-76,1097
2253,53,-57,1083
2254,27,-71,1108
2255,45,-61,1097
2256,68,-47,1103
2257,0,-78,1087
2258,4,-73,1085
2259,-8,-71,1073
2260,0,-68,1088
2261,5,-76,1090
2262,2,-33,1033
2263,39,-26,1014
2264,43,-57,1002
2265,37,-55,1016
2266,53,-56,997
2267,32,-68,1005
2268,57,-74,1011
2269,39,-80,1006
2270,31,-72,998
2271,37,-95,990
2272,22,-86,948
2273,37,-73,927
2274,16,-68,919
2275,0,-53,928
2276,-17,-69,944
2277,3,-35,951
2278,-4,-52,967
2279,45,-56,1016
2280,24,-72,1055
2281,62,-48,1100
2282,47,-76,1131
2283,64,-50,1139
2284,42,-75,1163
2285,53,-75,1154
2286,32,-83,1162
2287,25,-100,1138
2288,45,-85,1108
2289,29,-68,1083
2290,10,-72,1074
2291,16,-65,1030
2292,4,-39,1014
2293,-12,-69,999
2294,-3,-32,951
2295,-10,-74,936
2296,8,-55,918
2297,33,-65,937
2298,18,-71,941
2299,53,-64,918
2300,60,-58,951
2301,46,-63,932
2302,58,-68,935
2303,21,-77,982
2304,34,-76,993
2305,28,-89,1009
2306,31,-94,1006
2307,34,-87,1063
2308,30,-103,1085
2309,5,-88,1078
2310,1,-65,1112
2311,-8,-54,1084
2312,2,-44,1087
2313,-15,-48,1114
2314,6,-33,1104
2315,-7,-56,1121
2316,20,-50,1096
2317,23,-73,1087
2318,42,-72,1048
2319,67,-60,996
2320,49,-65,996
2321,52,-55,949
2322,40,-70,942
2323,44,-63,917
2324,37,-87,932
2325,-5,-84,926
2326,14,-111,915
2327,5,-87,912
2328,16,-96,941
2329,-6,-64,965
2330,17,-57,955
2331,0,-42,981
2332,25,-40,989
2333,29,-64,1033
2334,45,-61,1029
2335,56,-72,1028
2336,44,-88,1056
2337,49,-73,1061
2338,40,-65,1073
2339,42,-75,1092
2340,46,-62,1090
2341,32,-54,1122
2342,30,-55,1110
2343,31,-59,1103
2344,10,-74,1105
2345,-6,-88,1087
2346,-20,-95,1029
2347,2,-67,1016
2348,4,-71,1022
2349,22,-40,980
2350,33,-32,944
2351,52,-37,932
2352,57,-61,923
2353,44,-61,908
2354,40,-80,911
2355,23,-92,934
2356,11,-81,950
2357,14,-84,975
2358,4,-78,988
2359,38,-64,1017
2360,19,-55,1009
2361,34,-56,1033
2362,23,-60,1033
2363,31,-48,1059
2364,43,-51,1009
2365,26,-69,1028
2366,29,-58,1031
2367,42,-51,1046
2368,47,-55,1030
2369,41,-46,997
2370,5,-72,1031
2371,27,-49,1014
2372,13,-72,1022
2373,23,-75,1007
2374,16,-88,1044
2375,7,-79,1061
2376,6,-87,1057
2377,12,-80,1071
2378,1,-81,1060
2379,28,-54,1076
2380,13,-67,1054
2381,8,-74,1051
2382,48,-40,996
2383,11,-81,1005
2384,47,-62,973
2385,41,-64,970
2386,38,-72,964
2387,57,-72,978
2388,36,-75,961
2389,47,-65,966
2390,59,-63,942
2391,34,-68,959
2392,23,-70,971
2393,-2,-97,994
2394,-26,-65,1009
2395,2,-61,1005
2396,-30,-69,1035
2397,3,-62,1031
2398,35,-53,1062
2399,40,-49,1071
2400,72,-46,1061
2401,75,-79,1067
2402,63,-69,1065
2403,50,-82,1046
2404,25,-107,1048
2405,23,-73,1090
2406,23,-81,1064
2407,0,-89,1070
2408,8,-70,1052
2409,29,-53,1057
2410,21,-73,1048
2411,5,-59,1051
2412,20,-65,1049
2413,11,-52,1057
2414,40,-69,1049
2415,31,-72,1010
2416,74,-73,1006
2417,51,-71,1012
2418,71,-60,987
2419,34,-62,922
2420,59,-69,918
2421,14,-71,913
2422,13,-80,896
2423,28,-72,898
2424,-1,-72,920
2425,4,-63,974
2426,-13,-96,1028
2427,15,-62,1063
2428,16,-57,1082
2429,16,-72,1114
2430,38,-52,1123
2431,27,-83,1162
2432,47,-67,1121
2433,47,-75,1146
2434,27,-55,1111
2435,41,-56,1088
2436,24,-68,1084
2437,37,-46,1050
2438,30,-82,1013
2439,53,-59,960
2440,26,-91,945
2441,22,-76,951
2442,31,-75,950
2443,19,-82,945
2444,15,-87,953
2445,20,-75,994
2446,21,-61,970
2447,23,-76,1006
2448,20,-51,1010
2449,38,-86,1018
2450,29,-79,1005
2451,45,-62,1010
2452,27,-78,1023
2453,29,-44,1024
2454,27,-54,1056
2455,28,-33,1041
2456,18,-71,1067
2457,35,-47,1034
2458,30,-77,1060
2459,37,-81,1063
2460,12,-88,1057
2461,38,-77,1071
2462,9,-87,1061
2463,29,-66,1076
2464,48,-44,1067
2465,33,-61,1077
2466,27,-53,1029
2467,23,-65,1044
2468,34,-71,1005
2469,3,-82,1003
2470,13,-64,1003
2471,21,-70,975
2472,20,-67,975
2473,24,-59,955
2474,2,-57,947
2475,32,-64,952
2476,15,-64,982
2477,26,-80,993
2478,25,-90,1015
2479,31,-83,1015
2480,52,-68,1028
2481,35,-70,1054
2482,57,-54,1052
2483,47,-43,1038
2484,45,-59,1037
2485,52,-51,1003
2486,20,-95,1020
2487,45,-64,1019
2488,33,-65,1029
2489,-9,-91,1047
2490,9,-49,1041
2491,2,-67,1016
2492,11,-60,1045
2493,1,-59,1058
2494,6,-67,1048
2495,26,-67,1077
2496,33,-61,1082
2497,33,-77,1094
2498,46,-69,1093
2499,35,-60,1084
2500,28,-74,1095
2501,9,-83,1060
2502,20,-72,1018
2503,9,-60,1011
2504,29,-49,956
2505,22,-71,935
2506,50,-44,896
2507,21,-85,915
2508,49,-83,910
2509,51,-68,911
2510,27,-69,909
2511,22,-81,921
2512,33,-71,966
2513,20,-62,969
2514,-1,-77,998
2515,44,-52,1010
2516,8,-74,1033
2517,37,-78,1056
2518,29,-82,1059
2519,30,-80,1093
2520,29,-85,1117
2521,21,-71,1096
2522,14,-55,1114
2523,16,-64,1108
2524,7,-46,1101
2525,22,-32,1075
2526,20,-52,1074
2527,43,-49,1016
2528,38,-66,1054
2529,32,-52,1045
2530,50,-67,993
2531,33,-76,988
2532,22,-86,975
2533,25,-76,963
2534,30,-60,921
2535,17,-84,898
2536,30,-61,896
2537,3,-79,898
2538,24,-59,879
2539,15,-64,904
2540,0,-70,938
2541,22,-64,948
2542,-5,-61,1012
2543,12,-66,1034
2544,1,-83,1047
2545,25,-77,1085
2546,24,-73,1071
2547,32,-88,1111
2548,41,-69,1112
2549,45,-78,1094
2550,54,-63,1089
2551,25,-77,1098
2552,42,-41,1089
2553,38,-46,1094
2554,39,-40,1063
2555,40,-65,1013
2556,39,-60,993
2557,40,-60,996
2558,41,-68,983
2559,15,-81,969
2560,6,-44,953
2561,7,-63,938
2562,9,-45,955
2563,-7,-74,953
2564,11,-70,935
2565,-5,-82,924
2566,40,-75,938
2567,40,-80,954
2568,51,-61,966
2569,53,-72,998
2570,43,-37,1025
2571,39,-72,1053
2572,22,-57,1089
2573,3,-62,1083
2574,14,-76,1098
2575,25,-49,1084
2576,11,-69,1099
2577,51,-70,1089
2578,35,-92,1108
2579,39,-74,1073
2580,34,-77,1074
2581,31,-54,1078
2582,49,-55,1037
2583,11,-81,1049
2584,36,-66,1011
2585,27,-62,986
2586,0,-96,973
2587,23,-60,939
2588,-4,-59,936
2589,-5,-69,951
2590,5,-64,955
2591,17,-54,945
2592,13,-61,1004
2593,50,-48,982
2594,20,-72,992
2595,46,-49,970
2596,31,-88,1020
2597,35,-72,1014
2598,52,-74,1029
2599,56,-76,1047
2600,38,-45,1037
2601,30,-64,1051
2602,27,-36,1037
2603,10,-56,1086
2604,21,-42,1062
2605,30,-57,1047
2606,9,-50,1062
2607,14,-50,1067
2608,0,-66,1084
2609,7,-72,1058
2610,30,-61,1077
2611,0,-88,1089
2612,15,-74,1056
2613,26,-54,1039
2614,18,-81,1048
2615,47,-60,1023
2616,57,-67,1025
2617,67,-48,1026
2618,47,-64,1015
2619,43,-65,1001
2620,15,-75,993
2621,13,-87,963
2622,19,-71,947
2623,7,-63,934
2624,17,-82,951
2625,27,-89,925
2626,22,-72,948
2627,59,-62,959
2628,11,-87,986
2629,41,-60,1014
2630,36,-81,1023
2631,38,-72,1060
2632,35,-80,1065
2633,46,-53,1053
2634,42,-78,1082
2635,7,-56,1095
2636,21,-46,1067
2637,-6,-42,1074
2638,-8,-39,1060
2639,0,-46,1064
2640,13,-52,1047
2641,11,-50,1040
2642,23,-68,1012
2643,60,-57,1026
2644,20,-91,1033
2645,59,-73,1016
2646,36,-67,1034
2647,34,-82,1060
2648,37,-65,1024
2649,26,-57,1039
2650,9,-79,1050
2651,21,-67,999
2652,37,-52,1003
2653,14,-72,991
2654,36,-68,962
2655,-7,-71,988
2656,16,-53,960
2657,9,-52,978
2658,47,-49,959
2659,17,-75,991
2660,53,-63,961
2661,27,-88,1018
2662,58,-71,994
2663,38,-92,1012
2664,41,-77,1026
2665,29,-61,1025
2666,34,-84,1042
2667,35,-53,1052
2668,-3,-88,1091
2669,32,-48,1071
2670,13,-70,1079
2671,-8,-57,1088
2672,27,-71,1048
2673,11,-53,1053
2674,6,-74,1058
2675,33,-50,1043
2676,29,-46,1049
2677,28,-94,1036
2678,25,-64,1038
2679,27,-87,1032
